# Time-averaged data for fix dta
# TimeStep v_myrho v_mylx v_myly v_mylz v_myp
272000 1.24572 46.8128 37.0329 48.1937 -2087.04
273000 1.2447 46.8278 37.0232 48.2303 -3389.95
274000 1.24393 46.8428 37.0129 48.2585 -1823.93
275000 1.24332 46.8578 37.001 48.2822 -3536.3
276000 1.24305 46.8728 36.9885 48.2936 -1866.29
277000 1.24293 46.8878 36.9728 48.3033 -3047.5
278000 1.24309 46.9028 36.9553 48.3043 -1635.97
279000 1.24344 46.9178 36.9354 48.3013 -2645.47
280000 1.24347 46.9328 36.9236 48.3002 -1938.87
281000 1.24334 46.9478 36.9187 48.2962 -4182.74
282000 1.24249 46.9628 36.9258 48.3045 -1908.15
283000 1.24157 46.9778 36.9303 48.3187 -2524.18
284000 1.24111 46.9928 36.9295 48.3226 -2424.92
285000 1.24072 47.0078 36.9202 48.3345 -3574.02
286000 1.24037 47.0228 36.9108 48.345 -1684.25
287000 1.23999 47.0378 36.9078 48.3484 -3842.15
288000 1.23983 47.0528 36.9067 48.3404 -1925.54
289000 1.23962 47.0678 36.9113 48.3274 -2010.23
290000 1.23937 47.0828 36.9177 48.3133 -1017.67
291000 1.239 47.0978 36.9275 48.2994 -1480.2
292000 1.23849 47.1128 36.9404 48.287 -1812.84
293000 1.23844 47.1278 36.9441 48.2687 -3327.3
294000 1.23888 47.1428 36.9385 48.2439 -1470.95
295000 1.23984 47.1578 36.9216 48.2131 -1800.68
296000 1.24109 47.1728 36.8956 48.1831 -2258
297000 1.24259 47.1878 36.864 48.151 -686.87
298000 1.24373 47.2028 36.8401 48.1226 -2435.98
299000 1.24486 47.2178 36.8145 48.0973 -2947.99
300000 1.24562 47.2328 36.7915 48.0826 -3181.88
301000 1.24645 47.2478 36.7638 48.0715 -2688.5
302000 1.24759 47.2628 36.7316 48.0545 -3623.29
303000 1.24912 47.2778 36.6941 48.0294 -2801.21
304000 1.24995 47.2928 36.6704 48.0132 -3140.79
305000 1.24952 47.3078 36.6623 48.0251 -1236.19
306000 1.24804 47.3228 36.6632 48.0658 -798.797
307000 1.24595 47.3378 36.6722 48.1193 -3451.4
308000 1.24413 47.3528 36.6776 48.1674 -3292.09
309000 1.24322 47.3678 36.6697 48.1976 -3820.67
310000 1.24245 47.3828 36.6588 48.2266 -2519.53
311000 1.24157 47.3978 36.6492 48.2581 -2760.6
312000 1.24073 47.4128 36.6397 48.2878 -3509.35
313000 1.23957 47.4278 36.6356 48.3232 -2820.3
314000 1.23838 47.4428 36.6319 48.3595 -2744.71
315000 1.23688 47.4578 36.6379 48.3946 -1312.95
316000 1.23536 47.4728 36.6556 48.4158 -4471.5
317000 1.23468 47.4878 36.6685 48.41 -2612.94
318000 1.23476 47.5028 36.6779 48.3789 -2739.43
319000 1.23567 47.5178 36.6771 48.3295 -5024.48
320000 1.23675 47.5328 36.6783 48.2701 -2047.01
321000 1.23798 47.5478 36.6819 48.2022 -350.273
322000 1.23906 47.5628 36.687 48.1385 -1694.16
323000 1.23992 47.5778 36.6958 48.0784 -1932.84
324000 1.24052 47.5928 36.7135 48.0167 -3904.43
325000 1.2411 47.6078 36.7266 47.9623 -3713.36
326000 1.24161 47.6228 36.7415 47.9079 -2235.79
327000 1.24156 47.6378 36.7671 47.8612 -1372.53
328000 1.24112 47.6528 36.7899 47.8336 -1572.14
329000 1.24064 47.6678 36.8008 47.8227 -4778.46
330000 1.24015 47.6828 36.8095 47.8154 -3231.3
331000 1.23956 47.6978 36.8216 47.8076 -1463.89
332000 1.23881 47.7128 36.8299 47.8107 -2337.52
333000 1.23784 47.7278 36.8364 47.8244 -2953.31
334000 1.23685 47.7428 36.8411 47.8416 -3374.42
335000 1.23595 47.7578 36.8424 47.8599 -1806.43
336000 1.23568 47.7728 36.8311 47.87 -3224.46
337000 1.23613 47.7878 36.8062 47.8699 -2533.61
338000 1.23652 47.8028 36.7806 47.8729 -3738.56
339000 1.23688 47.8178 36.7538 47.8792 -3061.66
340000 1.23753 47.8328 36.7229 47.8789 -1646.29
341000 1.23832 47.8478 36.6909 47.875 -3510.1
342000 1.23935 47.8628 36.6572 47.8643 -3691.32
343000 1.24062 47.8778 36.6285 47.838 -4123.06
344000 1.24209 47.8928 36.598 47.8061 -3407.59
345000 1.2434 47.9078 36.5718 47.775 -2549.61
346000 1.24477 47.9228 36.5501 47.7357 -1615.43
347000 1.24509 47.9378 36.5511 47.7072 -947.878
348000 1.24488 47.9528 36.5595 47.6894 -3360.26
349000 1.24476 47.9678 36.5631 47.6743 -2480.48
